CompA	CompB	Pairs	PredictedScore	Structure	GeneExpr	PMID	Maps	Target	Path	ATC
abamectin	Erlotinib	abamectin_Erlotinib	0.1793	NA	0.5486	0	NA	0	0	NA
Sunitinib	tetrandrine	Sunitinib_tetrandrine	0.1791	0.1715	0.5313	0	NA	NA	NA	NA
reserpine	Sunitinib	reserpine_Sunitinib	0.1788	0.1716	0.5336	0	NA	0	0	NA
Erlotinib	famprofazone	Erlotinib_famprofazone	0.1787	0.1786	0.5296	0	NA	NA	NA	NA
Erlotinib	monorden	Erlotinib_monorden	0.1786	0.1906	0.5272	0	NA	NA	NA	NA
CP-690334-01	Sunitinib	CP-690334-01_Sunitinib	0.1786	NA	0.5443	NA	NA	NA	NA	NA
dequalinium chloride	Sunitinib	dequalinium chloride_Sunitinib	0.1785	0.1167	0.5448	0	NA	0	0	NA
Sunitinib	thapsigargin	Sunitinib_thapsigargin	0.1784	0.1373	0.5382	0	NA	NA	NA	NA
Dasatinib	etoposide	Dasatinib_etoposide	0.1783	0.1	0.5493	0	0	0	0	0.4
Dasatinib	puromycin	Dasatinib_puromycin	0.1781	0.1344	0.5408	0	NA	0	0	NA
Erlotinib	nicardipine	Erlotinib_nicardipine	0.1778	0.2114	0.5181	0	0	0	0.125	NA
calmidazolium	Erlotinib	calmidazolium_Erlotinib	0.1777	0.0333	0.5654	0	NA	NA	NA	NA
Dasatinib	fenoterol	Dasatinib_fenoterol	0.1774	0.1736	0.5325	0	NA	0	0	NA
Erlotinib	vanoxerine	Erlotinib_vanoxerine	0.1772	0.1631	0.532	0	NA	NA	NA	NA
Erlotinib	oxyphenbutazone	Erlotinib_oxyphenbutazone	0.1771	0.1738	0.5324	0	NA	0	0	NA
Erlotinib	tribenoside	Erlotinib_tribenoside	0.177	0.1532	0.5364	0	NA	0	0	NA
Erlotinib	propafenone	Erlotinib_propafenone	0.177	0.23	0.5223	0	0	0	0	NA
finasteride	Sunitinib	finasteride_Sunitinib	0.1767	0.2747	0.5141	0	NA	0	0	NA
Erlotinib	mifepristone	Erlotinib_mifepristone	0.1758	0.1312	0.5407	0	0	0	0	NA
cytochalasin B	Erlotinib	cytochalasin B_Erlotinib	0.1756	0.1895	0.5259	0	NA	NA	NA	NA
Dasatinib	protriptyline	Dasatinib_protriptyline	0.1751	0.1012	0.5467	0	NA	0	0	NA
clomifene	Sunitinib	clomifene_Sunitinib	0.1751	0.1498	0.5365	0	0	0	0	NA
Erlotinib	fenbendazole	Erlotinib_fenbendazole	0.175	0.1986	0.5267	0	NA	0	0	NA
Erlotinib	tretinoin	Erlotinib_tretinoin	0.175	0.1731	0.5286	0	0	0	0	0.6
metitepine	Sunitinib	metitepine_Sunitinib	0.1749	0.1498	0.5337	0	NA	NA	NA	NA
Erlotinib	pararosaniline	Erlotinib_pararosaniline	0.1749	0.1113	0.5425	0	NA	NA	NA	NA
Erlotinib	levomepromazine	Erlotinib_levomepromazine	0.1749	0.1618	0.5339	0	0	0	0	NA
Dasatinib	ellipticine	Dasatinib_ellipticine	0.1746	0.1095	0.5428	0	NA	NA	NA	NA
Erlotinib	etoposide	Erlotinib_etoposide	0.1746	0.104	0.5463	0	0	0	0	0.4
Erlotinib	rotenone	Erlotinib_rotenone	0.1745	0.2512	0.514	0	NA	NA	NA	NA
Dasatinib	finasteride	Dasatinib_finasteride	0.1744	0.2209	0.5223	0	NA	0	0	NA
Sunitinib	trimipramine	Sunitinib_trimipramine	0.174	0.1545	0.535	0	0	0	0	NA
Erlotinib	perhexiline	Erlotinib_perhexiline	0.1739	0.0246	0.5666	0	NA	0	0	NA
Dasatinib	prenylamine	Dasatinib_prenylamine	0.1739	0.0991	0.5466	0	NA	0	0	NA
dilazep	Sunitinib	dilazep_Sunitinib	0.1738	0.1497	0.5332	0	NA	NA	NA	NA
Dasatinib	rottlerin	Dasatinib_rottlerin	0.1738	0.1441	0.5345	0	NA	NA	NA	NA
lasalocid	Sunitinib	lasalocid_Sunitinib	0.1738	0.1925	0.5245	0	NA	NA	NA	NA
noretynodrel	Sunitinib	noretynodrel_Sunitinib	0.1738	0.2649	0.5144	0	NA	0	0	NA
ciclosporin	Sunitinib	ciclosporin_Sunitinib	0.1738	0.0945	0.545	0	0	0	0	0.2
aminoglutethimide	Erlotinib	aminoglutethimide_Erlotinib	0.1735	0.3147	0.4933	0	0	0	0	0.2
Erlotinib	Prestwick-674	Erlotinib_Prestwick-674	0.1735	0.2675	0.508	NA	NA	NA	NA	NA
Erlotinib	quercetin	Erlotinib_quercetin	0.1734	0.1561	0.5317	0	NA	NA	NA	NA
5114445	Erlotinib	5114445_Erlotinib	0.1733	0.1017	0.5418	NA	NA	NA	NA	NA
Erlotinib	Prestwick-559	Erlotinib_Prestwick-559	0.1732	0.1802	0.5241	NA	NA	NA	NA	NA
cromoglicic acid	Famciclovir	cromoglicic acid_Famciclovir	0.173	0.207	NA	0	NA	0	NA	0.4
Erlotinib	ticlopidine	Erlotinib_ticlopidine	0.1729	0.1292	0.5397	0	0	0	0	NA
propafenone	Sunitinib	propafenone_Sunitinib	0.1729	0.1946	0.5267	0	0	0	0	NA
bromocriptine	Dasatinib	bromocriptine_Dasatinib	0.1725	0.0964	0.547	0	0	0	0	NA
acacetin	Sunitinib	acacetin_Sunitinib	0.1724	0.2133	0.5198	0	NA	NA	NA	NA
Dasatinib	isotretinoin	Dasatinib_isotretinoin	0.1724	0.1815	0.5289	0	0	0	0	NA
bepridil	Erlotinib	bepridil_Erlotinib	0.1723	0.1254	0.537	0	0	0	0.125	NA
Erlotinib	medrysone	Erlotinib_medrysone	0.1723	0.1944	0.5261	0	NA	0	0	NA
Sunitinib	tyrphostin AG-825	Sunitinib_tyrphostin AG-825	0.1721	0.1522	0.5294	NA	NA	NA	NA	NA
AG-013608	Sunitinib	AG-013608_Sunitinib	0.172	NA	0.5411	NA	NA	NA	NA	NA
bromperidol	Erlotinib	bromperidol_Erlotinib	0.172	0.2386	0.5183	0	0	0	0	NA
Dasatinib	rescinnamine	Dasatinib_rescinnamine	0.1719	0.1459	0.5354	0	NA	0	0	NA
0317956-0000	Dasatinib	0317956-0000_Dasatinib	0.1718	NA	0.541	NA	NA	NA	NA	NA
6-benzylaminopurine	Erlotinib	6-benzylaminopurine_Erlotinib	0.1713	0.2512	0.5124	0	NA	NA	NA	NA
bisacodyl	Sunitinib	bisacodyl_Sunitinib	0.1711	0.2145	0.5219	0	NA	0	0	NA
Dasatinib	etacrynic acid	Dasatinib_etacrynic acid	0.1711	0.0784	0.5507	0	0	0	0	NA
Dasatinib	thioproperazine	Dasatinib_thioproperazine	0.171	0.1944	0.5258	0	0	0	0	NA
Erlotinib	suloctidil	Erlotinib_suloctidil	0.171	0.1169	0.5393	0	NA	NA	NA	NA
spiperone	Sunitinib	spiperone_Sunitinib	0.1709	0.1529	0.5338	0	0	0	0	NA
5109870	Erlotinib	5109870_Erlotinib	0.1707	NA	0.5405	NA	NA	NA	NA	NA
ifosfamide	Sunitinib	ifosfamide_Sunitinib	0.1706	0.2465	0.4939	0	0	0	0	0.4
rifabutin	Sunitinib	rifabutin_Sunitinib	0.1705	0.1402	0.5362	0	0	0	0	NA
Dasatinib	perhexiline	Dasatinib_perhexiline	0.1704	0.0404	0.5603	0	NA	0	0	NA
quercetin	Sunitinib	quercetin_Sunitinib	0.1702	0.1796	0.5252	0	NA	NA	NA	NA
chlorcyclizine	Erlotinib	chlorcyclizine_Erlotinib	0.1702	0.1118	0.5402	0	NA	NA	NA	NA
alimemazine	Sunitinib	alimemazine_Sunitinib	0.1702	0.2393	0.5173	0	0	0	0	NA
Erlotinib	palmatine	Erlotinib_palmatine	0.1701	0.3124	0.5012	0	NA	NA	NA	NA
Sunitinib	thioproperazine	Sunitinib_thioproperazine	0.17	0.1992	0.5244	0	0	0	0	NA
Erlotinib	monensin	Erlotinib_monensin	0.1698	0.0362	0.561	0	NA	NA	NA	NA
sulindac	Sunitinib	sulindac_Sunitinib	0.1696	0.2496	0.4999	0	0	0	0.25	NA
Dasatinib	galantamine	Dasatinib_galantamine	0.1696	0.2963	0.5072	0	0	0	0	NA
Erlotinib	tyrphostin AG-825	Erlotinib_tyrphostin AG-825	0.1695	0.1978	0.5187	NA	NA	NA	NA	NA
Erlotinib	piperacetazine	Erlotinib_piperacetazine	0.1694	0.203	0.5231	0	NA	0	0	NA
colforsin	Erlotinib	colforsin_Erlotinib	0.1693	0.1645	0.5304	0	NA	0	0	NA
clofazimine	Sunitinib	clofazimine_Sunitinib	0.1693	0.2175	0.5204	0	NA	0	0	NA
Dasatinib	mycophenolic acid	Dasatinib_mycophenolic acid	0.1693	0.1418	0.5286	0	0	0	0	0.2
(-)-atenolol	Sunitinib	(-)-atenolol_Sunitinib	0.1692	0.3243	0.5021	0	NA	0	0	NA
amiodarone	Sunitinib	amiodarone_Sunitinib	0.1691	0.118	0.5403	0	0	0	0	NA
Dasatinib	metitepine	Dasatinib_metitepine	0.169	0.1345	0.5342	0	NA	NA	NA	NA
Erlotinib	mometasone	Erlotinib_mometasone	0.1687	0.1324	0.5367	0	NA	0	0	NA
danazol	Erlotinib	danazol_Erlotinib	0.1684	0.1674	0.5233	0	0	0	0.1429	NA
Dasatinib	pimozide	Dasatinib_pimozide	0.1682	0.1475	0.5336	0	0	0	0	NA
C-75	Erlotinib	C-75_Erlotinib	0.1682	0.2603	0.5092	0	NA	NA	NA	NA
Erlotinib	triamterene	Erlotinib_triamterene	0.1682	0.168	0.5291	0	NA	0	0	NA
Dasatinib	trimipramine	Dasatinib_trimipramine	0.1676	0.1132	0.5407	0	0	0	0	NA
menadione	Sunitinib	menadione_Sunitinib	0.1674	0.279	0.5087	0	NA	0	0	NA
Dasatinib	metixene	Dasatinib_metixene	0.1673	0.1488	0.5302	0	NA	NA	NA	NA
Erlotinib	felodipine	Erlotinib_felodipine	0.167	0.1424	0.5296	0	0	0	0.125	NA
latamoxef	Sunitinib	latamoxef_Sunitinib	0.1669	0.1517	0.5317	0	NA	0	0	NA
Dasatinib	HC toxin	Dasatinib_HC toxin	0.1664	0.064	0.5511	0	NA	NA	NA	NA
isotretinoin	Sunitinib	isotretinoin_Sunitinib	0.1663	0.2092	0.5207	0	0	0	0	NA
MS-275	Sunitinib	MS-275_Sunitinib	0.166	0.1861	0.5158	0	NA	0	0.2	NA
Erlotinib	flupentixol	Erlotinib_flupentixol	0.1658	0.1427	0.5334	0	0	0	0	NA
benzonatate	Erlotinib	benzonatate_Erlotinib	0.1658	0.3346	0.4986	0	NA	0	0	NA
bromocriptine	Sunitinib	bromocriptine_Sunitinib	0.1658	0.1239	0.5374	0	0	0	0	NA
danazol	Sunitinib	danazol_Sunitinib	0.1656	0.181	0.5175	0	0	0	0.2	NA
Dasatinib	menadione	Dasatinib_menadione	0.1655	0.2276	0.5166	0	NA	0	0	NA
corbadrine	Dasatinib	corbadrine_Dasatinib	0.1654	0.1527	0.5307	0	NA	0	0	NA
Sunitinib	withaferin A	Sunitinib_withaferin A	0.1653	0.0939	0.5423	0	NA	NA	NA	NA
perhexiline	Sunitinib	perhexiline_Sunitinib	0.1653	0.0348	0.5596	0	NA	0	0	NA
clofilium tosylate	Erlotinib	clofilium tosylate_Erlotinib	0.1652	0.1069	0.5389	0	NA	NA	NA	NA
Erlotinib	lomustine	Erlotinib_lomustine	0.1651	0.127	0.5336	0	0	0	0	0.4
ciclopirox	Dasatinib	ciclopirox_Dasatinib	0.1648	0.1897	0.5232	0	NA	0	0	NA
CP-690334-01	Dasatinib	CP-690334-01_Dasatinib	0.1644	NA	0.5374	NA	NA	NA	NA	NA
aminoglutethimide	Sunitinib	aminoglutethimide_Sunitinib	0.1642	0.254	0.4989	0	0	0	0	0.2
monensin	Sunitinib	monensin_Sunitinib	0.1641	0.0276	0.5611	0	NA	NA	NA	NA
Dasatinib	luteolin	Dasatinib_luteolin	0.1641	0.1588	0.5264	0	NA	NA	NA	NA
levomepromazine	Sunitinib	levomepromazine_Sunitinib	0.164	0.1435	0.5323	0	0	0	0	NA
clomipramine	Sunitinib	clomipramine_Sunitinib	0.1639	0.1284	0.5354	0	0	0	0	NA
BW-B70C	Erlotinib	BW-B70C_Erlotinib	0.1634	0.164	0.5249	0	NA	NA	NA	NA
clemastine	Erlotinib	clemastine_Erlotinib	0.1634	0.1566	0.5292	0	0	0	0	NA
Erlotinib	pimethixene	Erlotinib_pimethixene	0.1633	0.1838	0.5207	0	NA	NA	NA	NA
Erlotinib	withaferin A	Erlotinib_withaferin A	0.163	0.0902	0.5421	0	NA	NA	NA	NA
Dasatinib	irinotecan	Dasatinib_irinotecan	0.1629	0.1468	0.5311	0	0	0	0	0.6
Erlotinib	tracazolate	Erlotinib_tracazolate	0.1627	0.184	0.5232	0	NA	0	0	NA
deptropine	Sunitinib	deptropine_Sunitinib	0.1627	0.1396	0.5321	0	NA	0	0	NA
Famciclovir	methazolamide	Famciclovir_methazolamide	0.1626	0.186	NA	0	0	0	0	0.4
Sunitinib	terguride	Sunitinib_terguride	0.1624	0.2399	0.5097	0	NA	NA	NA	NA
Erlotinib	finasteride	Erlotinib_finasteride	0.1624	0.2397	0.5129	0	NA	0	0	NA
fenbendazole	Sunitinib	fenbendazole_Sunitinib	0.1623	0.1728	0.5252	0	NA	0	0	NA
Erlotinib	fendiline	Erlotinib_fendiline	0.1623	0.1098	0.5385	0	NA	0	0	NA
5666823	Sunitinib	5666823_Sunitinib	0.1622	0.1756	0.5192	NA	NA	NA	NA	NA
Erlotinib	miconazole	Erlotinib_miconazole	0.1619	0.0723	0.5479	0	0	0	0	NA
Dasatinib	fluvastatin	Dasatinib_fluvastatin	0.1619	0.1125	0.538	0	0	0	0	NA
semustine	Sunitinib	semustine_Sunitinib	0.1619	0.1481	0.524	0	0	0	0	0.4
Erlotinib	oxaprozin	Erlotinib_oxaprozin	0.1617	0.2321	0.5142	0	0	0	0	NA
Dasatinib	famprofazone	Dasatinib_famprofazone	0.1616	0.1468	0.5276	0	NA	NA	NA	NA
C-75	Sunitinib	C-75_Sunitinib	0.1615	0.2474	0.5079	0	NA	NA	NA	NA
CP-319743	Erlotinib	CP-319743_Erlotinib	0.1615	NA	0.5359	NA	NA	NA	NA	NA
Erlotinib	verteporfin	Erlotinib_verteporfin	0.1614	0.1737	0.5245	0	NA	0	0	NA
Sunitinib	valinomycin	Sunitinib_valinomycin	0.1614	0.0315	0.5586	0	NA	NA	NA	NA
1,5-isoquinolinediol	Dasatinib	1,5-isoquinolinediol_Dasatinib	0.1612	0.1098	0.5362	0	NA	NA	NA	NA
alprostadil	Dasatinib	alprostadil_Dasatinib	0.1611	0.0896	0.5431	0	0	0	0	NA
Sunitinib	W-13	Sunitinib_W-13	0.1611	0.1873	0.5189	0	NA	NA	NA	NA
Dasatinib	methylergometrine	Dasatinib_methylergometrine	0.1609	0.096	0.5411	0	NA	0	0	NA
flupentixol	Sunitinib	flupentixol_Sunitinib	0.1608	0.1532	0.5286	0	0	0	0	NA
Famciclovir	pentoxifylline	Famciclovir_pentoxifylline	0.1608	0.234	NA	0	NA	0	NA	NA
Dasatinib	levomepromazine	Dasatinib_levomepromazine	0.1608	0.1086	0.5383	0	0	0	0	NA
alvespimycin	Sunitinib	alvespimycin_Sunitinib	0.1607	0.1094	0.5378	0	NA	0	0	NA
betazole	Erlotinib	betazole_Erlotinib	0.1607	0.2766	0.5023	0	NA	NA	NA	NA
15-delta prostaglandin J2	Dasatinib	15-delta prostaglandin J2_Dasatinib	0.1606	0.0956	0.5371	NA	NA	NA	NA	NA
Dasatinib	flupentixol	Dasatinib_flupentixol	0.1603	0.1389	0.5313	0	0	0	0	NA
Dasatinib	thiethylperazine	Dasatinib_thiethylperazine	0.16	0.1977	0.5195	0	0	0	0	NA
Erlotinib	STOCK1N-35215	Erlotinib_STOCK1N-35215	0.16	NA	0.5351	NA	NA	NA	NA	NA
clorgiline	Sunitinib	clorgiline_Sunitinib	0.16	0.1871	0.5183	0	NA	NA	NA	NA
medrysone	Sunitinib	medrysone_Sunitinib	0.1597	0.2073	0.5173	0	NA	0	0	NA
Erlotinib	phentolamine	Erlotinib_phentolamine	0.1594	0.2247	0.5108	0	NA	NA	NA	NA
azathioprine	Sunitinib	azathioprine_Sunitinib	0.1594	0.1404	0.5235	0	0	0	0	0.2
Dasatinib	suloctidil	Dasatinib_suloctidil	0.1591	0.1173	0.5332	0	NA	NA	NA	NA
moracizine	Sunitinib	moracizine_Sunitinib	0.159	0.2609	0.5075	0	NA	0	0	NA
3-aminobenzamide	Erlotinib	3-aminobenzamide_Erlotinib	0.159	0.2244	0.5106	0	NA	NA	NA	NA
clemastine	Sunitinib	clemastine_Sunitinib	0.1589	0.1212	0.5345	0	0	0	0	NA
Erlotinib	meclozine	Erlotinib_meclozine	0.1589	0.0681	0.5463	0	NA	NA	NA	NA
0173570-0000	Erlotinib	0173570-0000_Erlotinib	0.1586	NA	0.5344	NA	NA	NA	NA	NA
bromperidol	Sunitinib	bromperidol_Sunitinib	0.1584	0.2172	0.5151	0	0	0	0	NA
Dasatinib	doxorubicin	Dasatinib_doxorubicin	0.1583	0.0862	0.5447	0	0	0	0	0.4
oxyphenbutazone	Sunitinib	oxyphenbutazone_Sunitinib	0.1582	0.1579	0.526	0	NA	0	0	NA
amiodarone	Erlotinib	amiodarone_Erlotinib	0.158	0.0673	0.5473	0	0	0	0	NA
Dasatinib	reserpine	Dasatinib_reserpine	0.1578	0.1391	0.5297	0	NA	0	0	NA
clorgiline	Erlotinib	clorgiline_Erlotinib	0.1577	0.1421	0.5267	0	NA	NA	NA	NA
ethosuximide	Sunitinib	ethosuximide_Sunitinib	0.1577	0.2226	0.5006	0	0	0	0.25	NA
Erlotinib	raloxifene	Erlotinib_raloxifene	0.1577	0.0833	0.543	0	0	0	0	NA
6-benzylaminopurine	Sunitinib	6-benzylaminopurine_Sunitinib	0.1576	0.2454	0.5061	0	NA	NA	NA	NA
nicergoline	Sunitinib	nicergoline_Sunitinib	0.1575	0.1801	0.5212	0	NA	0	0	NA
5114445	Dasatinib	5114445_Dasatinib	0.1575	0.1211	0.5288	NA	NA	NA	NA	NA
Famciclovir	trimethoprim	Famciclovir_trimethoprim	0.1575	0.1841	NA	0	NA	0	0	0.2
lovastatin	Sunitinib	lovastatin_Sunitinib	0.1572	0.1744	0.5225	0	0	0	0	NA
clotrimazole	Sunitinib	clotrimazole_Sunitinib	0.1572	0.0923	0.5405	0	0	0	0	NA
PNU-0230031	Sunitinib	PNU-0230031_Sunitinib	0.1572	NA	0.5336	NA	NA	NA	NA	NA
cyclopentolate	Famciclovir	cyclopentolate_Famciclovir	0.1571	0.1768	NA	0	0	0	0	0.4
CP-319743	Dasatinib	CP-319743_Dasatinib	0.157	NA	0.5335	NA	NA	NA	NA	NA
Erlotinib	ifosfamide	Erlotinib_ifosfamide	0.1569	0.2198	0.4927	0	0	0	0	0.4
calmidazolium	Sunitinib	calmidazolium_Sunitinib	0.1569	0.0441	0.5525	0	NA	NA	NA	NA
2-deoxy-D-glucose	Erlotinib	2-deoxy-D-glucose_Erlotinib	0.1569	NA	0.536	0	NA	NA	NA	NA
ethoxyquin	Sunitinib	ethoxyquin_Sunitinib	0.1567	0.2048	0.513	0	NA	NA	NA	NA
Sunitinib	tretinoin	Sunitinib_tretinoin	0.1566	0.2019	0.5076	0	0	0	0	0.6
Dasatinib	monastrol	Dasatinib_monastrol	0.1564	0.1379	0.5269	0	NA	NA	NA	NA
dimethyloxalylglycine	Erlotinib	dimethyloxalylglycine_Erlotinib	0.1562	0.1894	0.5158	0	NA	NA	NA	NA
caffeic acid	Erlotinib	caffeic acid_Erlotinib	0.1562	0.2744	0.5002	0	NA	NA	NA	NA
cyproheptadine	Erlotinib	cyproheptadine_Erlotinib	0.1561	0.1559	0.5227	0	NA	NA	NA	NA
rotenone	Sunitinib	rotenone_Sunitinib	0.156	0.2065	0.5123	0	NA	NA	NA	NA
Dasatinib	nicergoline	Dasatinib_nicergoline	0.1559	0.1513	0.5261	0	NA	0	0	NA
Erlotinib	primaquine	Erlotinib_primaquine	0.1559	0.1916	0.5184	0	0	0	0	NA
Erlotinib	proadifen	Erlotinib_proadifen	0.1559	0.2003	0.5165	0	NA	0	0	NA
CP-645525-01	Sunitinib	CP-645525-01_Sunitinib	0.1558	NA	0.5329	NA	NA	NA	NA	NA
Famciclovir	piromidic acid	Famciclovir_piromidic acid	0.1558	0.1781	NA	0	0	0	NA	0.2
Erlotinib	LM-1685	Erlotinib_LM-1685	0.1558	0.0895	0.5387	0	NA	NA	NA	NA
PHA-00816795	Sunitinib	PHA-00816795_Sunitinib	0.1558	0.2813	0.4958	NA	NA	NA	NA	NA
homatropine	Sunitinib	homatropine_Sunitinib	0.1558	0.3026	0.4989	0	0	0	0	NA
fluvastatin	Sunitinib	fluvastatin_Sunitinib	0.1557	0.1401	0.5287	0	0	0	0	NA
dihydroergotamine	Erlotinib	dihydroergotamine_Erlotinib	0.1555	0.1514	0.5262	0	0	0	0	NA
GW-8510	Sunitinib	GW-8510_Sunitinib	0.1555	0.082	0.5407	0	NA	NA	NA	NA
Dasatinib	hydroflumethiazide	Dasatinib_hydroflumethiazide	0.1553	0.1543	0.5255	0	0	0	0	NA
delsoline	Erlotinib	delsoline_Erlotinib	0.1552	0.2596	0.5022	0	NA	NA	NA	NA
colforsin	Sunitinib	colforsin_Sunitinib	0.1552	0.1498	0.526	0	NA	0	0	NA
Dasatinib	erastin	Dasatinib_erastin	0.1552	0.0632	0.5459	0	NA	NA	NA	NA
delsoline	Sunitinib	delsoline_Sunitinib	0.1551	0.2554	0.5029	0	NA	NA	NA	NA
Erlotinib	nicergoline	Erlotinib_nicergoline	0.1549	0.1601	0.5237	0	NA	0	0	NA
promazine	Sunitinib	promazine_Sunitinib	0.1549	0.1418	0.5279	0	0	0	0	NA
Dasatinib	sulconazole	Dasatinib_sulconazole	0.1549	0.1522	0.5257	0	0	0	0	NA
5152487	Sunitinib	5152487_Sunitinib	0.1549	0.2546	0.4999	NA	NA	NA	NA	NA
remoxipride	Sunitinib	remoxipride_Sunitinib	0.1548	0.2133	0.5103	0	NA	NA	NA	NA
cytochalasin B	Sunitinib	cytochalasin B_Sunitinib	0.1546	0.1421	0.5249	0	NA	NA	NA	NA
cefixime	Famciclovir	cefixime_Famciclovir	0.1545	0.1781	NA	0	0	0	0	0.2
6-benzylaminopurine	Dasatinib	6-benzylaminopurine_Dasatinib	0.1545	0.199	0.5129	0	NA	NA	NA	NA
Dasatinib	papaverine	Dasatinib_papaverine	0.1544	0.158	0.5239	0	NA	0	0	NA
repaglinide	Sunitinib	repaglinide_Sunitinib	0.1544	0.247	0.5076	0	0	0	0	NA
Dasatinib	mifepristone	Dasatinib_mifepristone	0.1543	0.1192	0.5326	0	0	0	0	NA
mometasone	Sunitinib	mometasone_Sunitinib	0.1543	0.1197	0.5321	0	NA	0	0	NA
Sunitinib	thalidomide	Sunitinib_thalidomide	0.1542	0.1971	0.5048	0	0	0	0	0.2
alimemazine	Erlotinib	alimemazine_Erlotinib	0.154	0.1907	0.5176	0	0	0	0	NA
Erlotinib	homochlorcyclizine	Erlotinib_homochlorcyclizine	0.1539	0.1106	0.5343	0	0	0	0	NA
antimycin A	Sunitinib	antimycin A_Sunitinib	0.1538	0.0255	0.557	0	NA	NA	NA	NA
alpha-yohimbine	Sunitinib	alpha-yohimbine_Sunitinib	0.1537	0.2136	0.5096	0	NA	NA	NA	NA
Famciclovir	oxybuprocaine	Famciclovir_oxybuprocaine	0.1537	0.1776	NA	0	0	0	NA	0.4
aminoglutethimide	Dasatinib	aminoglutethimide_Dasatinib	0.1536	0.2303	0.4967	0	0	0	0	0.2
naftifine	Sunitinib	naftifine_Sunitinib	0.1535	0.1421	0.5271	0	0	0	0	NA
Erlotinib	SR-95639A	Erlotinib_SR-95639A	0.1535	0.2748	0.4986	0	NA	NA	NA	NA
nialamide	Sunitinib	nialamide_Sunitinib	0.1532	0.2735	0.5021	0	NA	0	0	NA
mifepristone	Sunitinib	mifepristone_Sunitinib	0.1532	0.1336	0.5287	0	0	0	0	NA
Dasatinib	troglitazone	Dasatinib_troglitazone	0.1531	0.1751	0.5201	0	0	0	0	NA
Sunitinib	verapamil	Sunitinib_verapamil	0.1531	0.1559	0.5182	0	0	0	0.1667	NA
Dasatinib	Prestwick-685	Dasatinib_Prestwick-685	0.1531	0.1302	0.5242	NA	NA	NA	NA	NA
demeclocycline	Erlotinib	demeclocycline_Erlotinib	0.1531	0.1825	0.5186	0	0	0	0	NA
lobeline	Sunitinib	lobeline_Sunitinib	0.153	0.2496	0.5061	0	NA	0	0	NA
Famciclovir	pipemidic acid	Famciclovir_pipemidic acid	0.153	0.1719	NA	0	0	0	NA	0.2
5140203	Sunitinib	5140203_Sunitinib	0.1529	0.2366	0.502	NA	NA	NA	NA	NA
Erlotinib	omeprazole	Erlotinib_omeprazole	0.1528	0.2491	0.5064	0	0	0	0	NA
cefalotin	Dasatinib	cefalotin_Dasatinib	0.1527	0.209	0.5134	0	0	0	0	NA
Erlotinib	vorinostat	Erlotinib_vorinostat	0.1527	0.1314	0.529	0	NA	0	0.1429	0.6
(+)-isoprenaline	Dasatinib	(+)-isoprenaline_Dasatinib	0.1527	0.1319	0.5263	0	NA	NA	NA	NA
Erlotinib	prazosin	Erlotinib_prazosin	0.1526	0.2425	0.5074	0	0	0	0	NA
suloctidil	Sunitinib	suloctidil_Sunitinib	0.1526	0.1362	0.5252	0	NA	NA	NA	NA
pimethixene	Sunitinib	pimethixene_Sunitinib	0.1526	0.1688	0.5179	0	NA	NA	NA	NA
Erlotinib	fluvastatin	Erlotinib_fluvastatin	0.1525	0.1684	0.5211	0	0	0	0	NA
galantamine	Sunitinib	galantamine_Sunitinib	0.1524	0.2623	0.5039	0	0	0	0	NA
chlorhexidine	Sunitinib	chlorhexidine_Sunitinib	0.1522	0.1161	0.5318	0	NA	0	0	NA
Famciclovir	gabexate	Famciclovir_gabexate	0.1522	0.2266	NA	0	0	0	0	NA
amikacin	Sunitinib	amikacin_Sunitinib	0.1521	0.3117	0.4954	0	0	0	0	NA
raubasine	Sunitinib	raubasine_Sunitinib	0.1521	0.1925	0.5128	0	NA	NA	NA	NA
Famciclovir	proxymetacaine	Famciclovir_proxymetacaine	0.1521	0.1751	NA	0	0	0	NA	0.4
CP-645525-01	Dasatinib	CP-645525-01_Dasatinib	0.152	NA	0.5309	NA	NA	NA	NA	NA
Sunitinib	telenzepine	Sunitinib_telenzepine	0.152	0.2496	0.5021	0	NA	NA	NA	NA
minoxidil	Sunitinib	minoxidil_Sunitinib	0.152	0.2459	0.5065	0	0	0	0	NA
Dasatinib	emetine	Dasatinib_emetine	0.1519	0.1798	0.5182	0	NA	0	0	NA
cloxacillin	Sunitinib	cloxacillin_Sunitinib	0.1519	0.2707	0.4983	0	NA	NA	NA	NA
Erlotinib	profenamine	Erlotinib_profenamine	0.1519	0.1688	0.5207	0	0	0	0	NA
Dasatinib	nicardipine	Dasatinib_nicardipine	0.1519	0.1821	0.5107	0	0	0	0.125	NA
Dasatinib	dimethyloxalylglycine	Dasatinib_dimethyloxalylglycine	0.1518	0.1055	0.5324	0	NA	NA	NA	NA
benfluorex	Erlotinib	benfluorex_Erlotinib	0.1517	0.2087	0.5126	0	NA	0	0	NA
Famciclovir	nocodazole	Famciclovir_nocodazole	0.1513	0.2056	NA	0	NA	0	NA	NA
clofibrate	Erlotinib	clofibrate_Erlotinib	0.1512	0.2042	0.5135	0	0	0	0	NA
1,5-isoquinolinediol	Sunitinib	1,5-isoquinolinediol_Sunitinib	0.1512	0.1067	0.5318	0	NA	NA	NA	NA
chlorambucil	Dasatinib	chlorambucil_Dasatinib	0.1512	0.1915	0.4997	0	0	0	0	0.4
